	   501      
    0.6960    0.8240    0.1976
    0.7000    0.8250    0.1950
    0.7040    0.8260    0.1924
    0.7080    0.8270    0.1898
    0.7120    0.8280    0.1872
    0.7160    0.8290    0.1846
    0.7200    0.8300    0.1820
    0.7240    0.8310    0.1794
    0.7280    0.8320    0.1768
    0.7320    0.8330    0.1742
    0.7360    0.8340    0.1716
    0.7400    0.8350    0.1690
    0.7440    0.8360    0.1664
    0.7480    0.8370    0.1638
    0.7520    0.8380    0.1612
    0.7560    0.8390    0.1586
    0.7600    0.8400    0.1560
    0.7640    0.8410    0.1534
    0.7680    0.8420    0.1508
    0.7720    0.8430    0.1482
    0.7760    0.8440    0.1456
    0.7800    0.8450    0.1430
    0.7840    0.8460    0.1404
    0.7880    0.8470    0.1378
    0.7920    0.8480    0.1352
    0.7960    0.8490    0.1326
    0.8000    0.8500    0.1300
    0.8040    0.8510    0.1274
    0.8080    0.8520    0.1248
    0.8120    0.8530    0.1222
    0.8160    0.8540    0.1196
    0.8200    0.8550    0.1170
    0.8240    0.8560    0.1144
    0.8280    0.8570    0.1118
    0.8320    0.8580    0.1092
    0.8360    0.8590    0.1066
    0.8400    0.8600    0.1040
    0.8440    0.8610    0.1014
    0.8480    0.8620    0.0988
    0.8520    0.8630    0.0962
    0.8560    0.8640    0.0936
    0.8600    0.8650    0.0910
    0.8640    0.8660    0.0884
    0.8680    0.8670    0.0858
    0.8720    0.8680    0.0832
    0.8760    0.8690    0.0806
    0.8800    0.8700    0.0780
    0.8840    0.8710    0.0754
    0.8880    0.8720    0.0728
    0.8920    0.8730    0.0702
    0.8960    0.8740    0.0676
    0.9000    0.8750    0.0650
    0.9040    0.8760    0.0624
    0.9080    0.8770    0.0598
    0.9120    0.8780    0.0572
    0.9160    0.8790    0.0546
    0.9200    0.8800    0.0520
    0.9240    0.8810    0.0494
    0.9280    0.8820    0.0468
    0.9320    0.8830    0.0442
    0.9360    0.8840    0.0416
    0.9400    0.8850    0.0390
    0.9440    0.8860    0.0364
    0.9480    0.8870    0.0338
    0.9520    0.8880    0.0312
    0.9560    0.8890    0.0286
    0.9600    0.8900    0.0260
    0.9640    0.8910    0.0234
    0.9680    0.8920    0.0208
    0.9720    0.8930    0.0182
    0.9760    0.8940    0.0156
    0.9800    0.8950    0.0130
    0.9840    0.8960    0.0104
    0.9880    0.8970    0.0078
    0.9920    0.8980    0.0052
    0.9960    0.8990    0.0026
    1.0000    0.9000    0.0026
    0.9992    0.8964    0.0026
    0.9984    0.8928    0.0026
    0.9976    0.8892    0.0026
    0.9968    0.8856    0.0026
    0.9960    0.8820    0.0025
    0.9952    0.8784    0.0025
    0.9944    0.8748    0.0025
    0.9936    0.8712    0.0025
    0.9928    0.8676    0.0025
    0.9920    0.8640    0.0025
    0.9912    0.8604    0.0025
    0.9904    0.8568    0.0025
    0.9896    0.8532    0.0025
    0.9888    0.8496    0.0025
    0.9880    0.8460    0.0024
    0.9872    0.8424    0.0024
    0.9864    0.8388    0.0024
    0.9856    0.8352    0.0024
    0.9848    0.8316    0.0024
    0.9840    0.8280    0.0024
    0.9832    0.8244    0.0024
    0.9824    0.8208    0.0024
    0.9816    0.8172    0.0024
    0.9808    0.8136    0.0024
    0.9800    0.8100    0.0023
    0.9792    0.8064    0.0023
    0.9784    0.8028    0.0023
    0.9776    0.7992    0.0023
    0.9768    0.7956    0.0023
    0.9760    0.7920    0.0023
    0.9752    0.7884    0.0023
    0.9744    0.7848    0.0023
    0.9736    0.7812    0.0023
    0.9728    0.7776    0.0022
    0.9720    0.7740    0.0022
    0.9712    0.7704    0.0022
    0.9704    0.7668    0.0022
    0.9696    0.7632    0.0022
    0.9688    0.7596    0.0022
    0.9680    0.7560    0.0022
    0.9672    0.7524    0.0022
    0.9664    0.7488    0.0022
    0.9656    0.7452    0.0022
    0.9648    0.7416    0.0021
    0.9640    0.7380    0.0021
    0.9632    0.7344    0.0021
    0.9624    0.7308    0.0021
    0.9616    0.7272    0.0021
    0.9608    0.7236    0.0021
    0.9600    0.7200    0.0021
    0.9592    0.7164    0.0021
    0.9584    0.7128    0.0021
    0.9576    0.7092    0.0020
    0.9568    0.7056    0.0020
    0.9560    0.7020    0.0020
    0.9552    0.6984    0.0020
    0.9544    0.6948    0.0020
    0.9536    0.6912    0.0020
    0.9528    0.6876    0.0020
    0.9520    0.6840    0.0020
    0.9512    0.6804    0.0020
    0.9504    0.6768    0.0020
    0.9496    0.6732    0.0019
    0.9488    0.6696    0.0019
    0.9480    0.6660    0.0019
    0.9472    0.6624    0.0019
    0.9464    0.6588    0.0019
    0.9456    0.6552    0.0019
    0.9448    0.6516    0.0019
    0.9440    0.6480    0.0019
    0.9432    0.6444    0.0019
    0.9424    0.6408    0.0019
    0.9416    0.6372    0.0018
    0.9408    0.6336    0.0018
    0.9400    0.6300    0.0018
    0.9392    0.6264    0.0018
    0.9384    0.6228    0.0018
    0.9376    0.6192    0.0018
    0.9368    0.6156    0.0018
    0.9360    0.6120    0.0018
    0.9352    0.6084    0.0018
    0.9344    0.6048    0.0017
    0.9336    0.6012    0.0017
    0.9328    0.5976    0.0017
    0.9320    0.5940    0.0017
    0.9312    0.5904    0.0017
    0.9304    0.5868    0.0017
    0.9296    0.5832    0.0017
    0.9288    0.5796    0.0017
    0.9280    0.5760    0.0017
    0.9272    0.5724    0.0017
    0.9264    0.5688    0.0016
    0.9256    0.5652    0.0016
    0.9248    0.5616    0.0016
    0.9240    0.5580    0.0016
    0.9232    0.5544    0.0016
    0.9224    0.5508    0.0016
    0.9216    0.5472    0.0016
    0.9208    0.5436    0.0016
    0.9200    0.5400    0.0016
    0.9192    0.5364    0.0015
    0.9184    0.5328    0.0015
    0.9176    0.5292    0.0015
    0.9168    0.5256    0.0015
    0.9160    0.5220    0.0015
    0.9152    0.5184    0.0015
    0.9144    0.5148    0.0015
    0.9136    0.5112    0.0015
    0.9128    0.5076    0.0015
    0.9120    0.5040    0.0015
    0.9112    0.5004    0.0014
    0.9104    0.4968    0.0014
    0.9096    0.4932    0.0014
    0.9088    0.4896    0.0014
    0.9080    0.4860    0.0014
    0.9072    0.4824    0.0014
    0.9064    0.4788    0.0014
    0.9056    0.4752    0.0014
    0.9048    0.4716    0.0014
    0.9040    0.4680    0.0014
    0.9032    0.4644    0.0013
    0.9024    0.4608    0.0013
    0.9016    0.4572    0.0013
    0.9008    0.4536    0.0013
    0.9000    0.4500    0.0013
    0.8992    0.4464    0.0013
    0.8984    0.4428    0.0013
    0.8976    0.4392    0.0013
    0.8968    0.4356    0.0013
    0.8960    0.4320    0.0012
    0.8952    0.4284    0.0012
    0.8944    0.4248    0.0012
    0.8936    0.4212    0.0012
    0.8928    0.4176    0.0012
    0.8920    0.4140    0.0012
    0.8912    0.4104    0.0012
    0.8904    0.4068    0.0012
    0.8896    0.4032    0.0012
    0.8888    0.3996    0.0012
    0.8880    0.3960    0.0011
    0.8872    0.3924    0.0011
    0.8864    0.3888    0.0011
    0.8856    0.3852    0.0011
    0.8848    0.3816    0.0011
    0.8840    0.3780    0.0011
    0.8832    0.3744    0.0011
    0.8824    0.3708    0.0011
    0.8816    0.3672    0.0011
    0.8808    0.3636    0.0011
    0.8800    0.3600    0.0010
    0.8792    0.3564    0.0010
    0.8784    0.3528    0.0010
    0.8776    0.3492    0.0010
    0.8768    0.3456    0.0010
    0.8760    0.3420    0.0010
    0.8752    0.3384    0.0010
    0.8744    0.3348    0.0010
    0.8736    0.3312    0.0010
    0.8728    0.3276    0.0009
    0.8720    0.3240    0.0009
    0.8712    0.3204    0.0009
    0.8704    0.3168    0.0009
    0.8696    0.3132    0.0009
    0.8688    0.3096    0.0009
    0.8680    0.3060    0.0009
    0.8672    0.3024    0.0009
    0.8664    0.2988    0.0009
    0.8656    0.2952    0.0009
    0.8648    0.2916    0.0008
    0.8640    0.2880    0.0008
    0.8632    0.2844    0.0008
    0.8624    0.2808    0.0008
    0.8616    0.2772    0.0008
    0.8608    0.2736    0.0008
    0.8600    0.2700    0.0008
    0.8592    0.2664    0.0008
    0.8584    0.2628    0.0008
    0.8576    0.2592    0.0007
    0.8568    0.2556    0.0007
    0.8560    0.2520    0.0007
    0.8552    0.2484    0.0007
    0.8544    0.2448    0.0007
    0.8536    0.2412    0.0007
    0.8528    0.2376    0.0007
    0.8520    0.2340    0.0007
    0.8512    0.2304    0.0007
    0.8504    0.2268    0.0007
    0.8496    0.2232    0.0006
    0.8488    0.2196    0.0006
    0.8480    0.2160    0.0006
    0.8472    0.2124    0.0006
    0.8464    0.2088    0.0006
    0.8456    0.2052    0.0006
    0.8448    0.2016    0.0006
    0.8440    0.1980    0.0006
    0.8432    0.1944    0.0006
    0.8424    0.1908    0.0006
    0.8416    0.1872    0.0005
    0.8408    0.1836    0.0005
    0.8400    0.1800    0.0005
    0.8392    0.1764    0.0005
    0.8384    0.1728    0.0005
    0.8376    0.1692    0.0005
    0.8368    0.1656    0.0005
    0.8360    0.1620    0.0005
    0.8352    0.1584    0.0005
    0.8344    0.1548    0.0004
    0.8336    0.1512    0.0004
    0.8328    0.1476    0.0004
    0.8320    0.1440    0.0004
    0.8312    0.1404    0.0004
    0.8304    0.1368    0.0004
    0.8296    0.1332    0.0004
    0.8288    0.1296    0.0004
    0.8280    0.1260    0.0004
    0.8272    0.1224    0.0004
    0.8264    0.1188    0.0003
    0.8256    0.1152    0.0003
    0.8248    0.1116    0.0003
    0.8240    0.1080    0.0003
    0.8232    0.1044    0.0003
    0.8224    0.1008    0.0003
    0.8216    0.0972    0.0003
    0.8208    0.0936    0.0003
    0.8200    0.0900    0.0003
    0.8192    0.0864    0.0002
    0.8184    0.0828    0.0002
    0.8176    0.0792    0.0002
    0.8168    0.0756    0.0002
    0.8160    0.0720    0.0002
    0.8152    0.0684    0.0002
    0.8144    0.0648    0.0002
    0.8136    0.0612    0.0002
    0.8128    0.0576    0.0002
    0.8120    0.0540    0.0002
    0.8112    0.0504    0.0001
    0.8104    0.0468    0.0001
    0.8096    0.0432    0.0001
    0.8088    0.0396    0.0001
    0.8080    0.0360    0.0001
    0.8072    0.0324    0.0001
    0.8064    0.0288    0.0001
    0.8056    0.0252    0.0001
    0.8048    0.0216    0.0001
    0.8040    0.0180    0.0001
    0.8032    0.0144    0.0000
    0.8024    0.0108    0.0000
    0.8016    0.0072    0.0000
    0.8008    0.0036    0.0000
    0.8000         0         0
